work_order_id,turnaround_id,unit,discipline,job_type,work_category,on_critical_path,contractor,planned_start,planned_finish,actual_start,actual_finish,planned_hours,actual_hours,crew_size,planned_cost,actual_cost,material_cost_planned,material_cost_actual,material_ready_on_time,rework_flag,safety_standdown_hours,primary_delay_reason
WO-00437,TAR-2022-FCC,Fluid Catalytic Cracker,Valves,Cleaning,Discovery,N,Northgate Industrial,2022-09-27,2022-10-05,2022-09-27,2022-10-10,128.9,217.2,3,15229.0,25109.0,806.0,806.0,Y,N,0.0,Scope Growth / Discovery
WO-00438,TAR-2022-FCC,Fluid Catalytic Cracker,Piping,Inspection,Planned,N,In-House Maintenance,2022-10-18,2022-10-23,2022-10-18,2022-10-24,101.1,118.2,3,12132.0,13812.0,2203.0,2203.0,Y,N,0.0,Permit / Isolation Wait
WO-00439,TAR-2022-FCC,Fluid Catalytic Cracker,Piping,Replacement,Planned,N,Northgate Industrial,2022-10-05,2022-10-16,2022-10-06,2022-10-18,116.0,126.5,6,12820.0,14069.0,1077.0,1263.0,N,N,0.0,Material Delay
WO-00440,TAR-2022-FCC,Fluid Catalytic Cracker,Instrumentation,Cleaning,Discovery,N,In-House Maintenance,2022-09-21,2022-10-19,2022-09-21,2022-10-19,233.1,219.4,11,31604.0,29836.0,1529.0,1529.0,Y,N,13.6,On Plan
WO-00441,TAR-2022-FCC,Fluid Catalytic Cracker,Valves,Inspection,Planned,N,Delta Mechanical Ltd,2022-09-26,2022-09-30,2022-09-27,2022-10-02,61.0,74.8,6,7760.0,9343.0,758.0,758.0,Y,N,2.5,Safety Stand-down
WO-00442,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Rotating),Replacement,Planned,Y,In-House Maintenance,2022-09-25,2022-10-02,2022-09-26,2022-10-03,87.91197538096957,68.9,7,14865.0,12259.0,2815.0,2815.0,Y,N,0.0,On Plan
WO-00443,TAR-2022-FCC,Fluid Catalytic Cracker,Electrical,Cleaning,Planned,N,Northgate Industrial,2022-10-01,2022-10-08,2022-10-02,2022-10-09,93.3,97.3,11,15313.0,15839.0,3053.0,3053.0,Y,N,0.0,On Plan
WO-00444,TAR-2022-FCC,Fluid Catalytic Cracker,Scaffolding,Repair,Planned,N,Northgate Industrial,2022-09-27,2022-10-08,2022-09-28,2022-10-09,96.8,95.5,3,10565.0,10467.0,3261.0,3261.0,Y,N,0.0,On Plan
WO-00445,TAR-2022-FCC,Fluid Catalytic Cracker,Civil,Inspection,Planned,N,In-House Maintenance,2022-10-07,2022-10-10,2022-10-08,2022-10-11,38.6,43.0,11,4423.0,4768.0,1397.0,1397.0,Y,N,0.0,Labor Productivity
WO-00446,TAR-2022-FCC,Fluid Catalytic Cracker,Insulation,Replacement,Discovery,N,Delta Mechanical Ltd,2022-09-12,2022-09-13,2022-09-13,2022-09-14,16.9,23.1,13,1295.0,1726.0,121.0,121.0,Y,N,0.0,Scope Growth / Discovery
WO-00447,TAR-2022-FCC,Fluid Catalytic Cracker,Scaffolding,Overhaul,Emergent,N,Sterling TAR Contractors,2022-10-10,2022-10-13,2022-10-10,2022-10-15,64.0,114.9,2,8061.0,12161.0,3385.0,3766.0,N,N,0.0,Scope Growth / Discovery
WO-00448,TAR-2022-FCC,Fluid Catalytic Cracker,Valves,Inspection,Planned,N,Sterling TAR Contractors,2022-10-04,2022-10-09,2022-10-04,2022-10-11,92.5,128.2,13,14679.0,18714.0,4223.0,4223.0,Y,N,0.0,Labor Productivity
WO-00449,TAR-2022-FCC,Fluid Catalytic Cracker,Piping,Replacement,Planned,N,Northgate Industrial,2022-09-27,2022-10-02,2022-09-27,2022-10-02,67.5,68.5,7,8117.0,8208.0,1969.0,1969.0,Y,N,0.0,On Plan
WO-00450,TAR-2022-FCC,Fluid Catalytic Cracker,Inspection/NDT,Inspection,Planned,N,Delta Mechanical Ltd,2022-10-11,2022-10-19,2022-10-11,2022-10-22,68.8,91.1,5,11934.0,15123.0,2097.0,2097.0,Y,N,0.0,Inspection Hold
WO-00451,TAR-2022-FCC,Fluid Catalytic Cracker,Electrical,Cleaning,Planned,N,Delta Mechanical Ltd,2022-09-24,2022-10-01,2022-09-25,2022-10-06,80.0,129.3,12,12349.0,18831.0,1830.0,1830.0,Y,N,0.0,Labor Productivity
WO-00452,TAR-2022-FCC,Fluid Catalytic Cracker,Scaffolding,Repair,Planned,N,Delta Mechanical Ltd,2022-09-14,2022-09-20,2022-09-14,2022-09-23,82.0,117.9,9,6531.0,9162.0,520.0,520.0,Y,N,0.0,Inspection Hold
WO-00453,TAR-2022-FCC,Fluid Catalytic Cracker,Instrumentation,Repair,Emergent,N,Delta Mechanical Ltd,2022-09-17,2022-11-03,2022-09-18,2023-02-18,404.5,1313.3,10,73189.0,202458.0,18004.0,23286.0,N,Y,0.0,Scope Growth / Discovery
WO-00454,TAR-2022-FCC,Fluid Catalytic Cracker,Piping,Repair,Planned,N,In-House Maintenance,2022-09-17,2022-09-19,2022-09-17,2022-09-19,32.7,39.5,7,3963.0,4624.0,787.0,787.0,Y,Y,0.0,Rework / Quality
WO-00455,TAR-2022-FCC,Fluid Catalytic Cracker,Insulation,Repair,Planned,N,Apex Turnaround Services,2022-10-05,2022-10-17,2022-10-06,2022-10-18,174.8,176.8,10,20408.0,20548.0,8129.0,8129.0,Y,N,0.0,On Plan
WO-00456,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Static/Vessels),Overhaul,Emergent,Y,In-House Maintenance,2022-10-12,2022-10-21,2022-10-12,2022-11-02,132.72228882142917,311.9,12,16046.0,36809.0,854.0,1108.0,N,N,0.0,Scope Growth / Discovery
WO-00457,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Rotating),Overhaul,Planned,N,Northgate Industrial,2022-09-19,2022-09-23,2022-09-20,2022-09-25,63.7,75.5,2,11673.0,13347.0,2638.0,2638.0,Y,N,0.0,Labor Productivity
WO-00458,TAR-2022-FCC,Fluid Catalytic Cracker,Mechanical (Rotating),Overhaul,Planned,N,Sterling TAR Contractors,2022-09-16,2022-09-22,2022-09-16,2022-09-24,67.1,94.2,6,11080.0,15087.0,1414.0,1517.0,N,N,0.0,Material Delay
WO-00459,TAR-2022-FCC,Fluid Catalytic Cracker,Catalyst Handling,Overhaul,Planned,Y,Apex Turnaround Services,2022-10-04,2022-10-24,2022-10-04,2022-10-30,240.6683821863562,307.2,9,30340.0,37691.0,3745.0,3745.0,Y,N,0.0,Permit / Isolation Wait
WO-00460,TAR-2022-FCC,Fluid Catalytic Cracker,Instrumentation,Replacement,Planned,N,In-House Maintenance,2022-09-12,2022-09-15,2022-09-12,2022-09-17,36.5,58.6,9,4899.0,7705.0,263.0,263.0,Y,Y,0.0,Rework / Quality
WO-00461,TAR-2023-HCU,Hydrocracker Unit,Valves,Replacement,Planned,N,Sterling TAR Contractors,2023-06-09,2023-06-15,2023-06-10,2023-06-16,92.4,92.3,10,14090.0,14078.0,3799.0,3799.0,Y,N,0.0,On Plan
WO-00462,TAR-2023-HCU,Hydrocracker Unit,Mechanical (Static/Vessels),Overhaul,Planned,N,Sterling TAR Contractors,2023-06-02,2023-07-01,2023-06-03,2023-07-02,356.7,328.1,3,62974.0,59442.0,18920.0,18920.0,Y,N,0.0,On Plan
WO-00463,TAR-2023-HCU,Hydrocracker Unit,Civil,Repair,Planned,N,Sterling TAR Contractors,2023-05-28,2023-06-04,2023-05-28,2023-06-06,70.0,90.4,10,9295.0,10938.0,3658.0,3658.0,Y,Y,0.0,Rework / Quality
WO-00464,TAR-2023-HCU,Hydrocracker Unit,Mechanical (Rotating),Repair,Discovery,N,Apex Turnaround Services,2023-06-09,2023-06-24,2023-06-10,2023-06-25,209.5,180.7,4,39249.0,38165.0,10145.0,13062.0,N,N,0.0,On Plan
WO-00465,TAR-2023-HCU,Hydrocracker Unit,Inspection/NDT,Repair,Planned,N,Apex Turnaround Services,2023-06-02,2023-06-06,2023-06-02,2023-06-07,71.8,93.8,10,14685.0,19213.0,3892.0,5113.0,N,N,8.0,Material Delay
WO-00466,TAR-2023-HCU,Hydrocracker Unit,Inspection/NDT,Repair,Discovery,N,Northgate Industrial,2023-05-08,2023-05-14,2023-05-08,2023-05-14,112.5,80.6,13,19629.0,14805.0,2617.0,2617.0,Y,N,0.0,On Plan
WO-00467,TAR-2023-HCU,Hydrocracker Unit,Piping,Overhaul,Planned,N,Northgate Industrial,2023-06-02,2023-06-07,2023-06-02,2023-06-07,87.4,91.2,2,10195.0,10553.0,1953.0,1953.0,Y,N,0.0,On Plan
WO-00468,TAR-2023-HCU,Hydrocracker Unit,Scaffolding,Repair,Emergent,N,Northgate Industrial,2023-05-26,2023-05-31,2023-05-26,2023-06-03,52.5,85.1,13,5217.0,7473.0,1585.0,1585.0,Y,N,0.0,Scope Growth / Discovery
WO-00469,TAR-2023-HCU,Hydrocracker Unit,Inspection/NDT,Replacement,Planned,N,Apex Turnaround Services,2023-05-22,2023-05-24,2023-05-22,2023-05-25,29.8,39.2,4,6113.0,7532.0,1617.0,1617.0,Y,N,0.0,Permit / Isolation Wait
WO-00470,TAR-2023-HCU,Hydrocracker Unit,Mechanical (Static/Vessels),Overhaul,Discovery,N,Sterling TAR Contractors,2023-05-18,2023-05-22,2023-05-18,2023-05-27,58.9,129.4,3,9354.0,18676.0,1728.0,1922.0,N,Y,0.0,Scope Growth / Discovery
WO-00471,TAR-2023-HCU,Hydrocracker Unit,Scaffolding,Repair,Planned,N,In-House Maintenance,2023-05-11,2023-05-15,2023-05-11,2023-05-15,57.7,55.1,7,5639.0,5447.0,1388.0,1388.0,Y,N,0.0,On Plan
WO-00472,TAR-2023-HCU,Hydrocracker Unit,Piping,Repair,Discovery,N,In-House Maintenance,2023-05-19,2023-05-26,2023-05-19,2023-05-28,67.7,86.5,10,8072.0,9941.0,1343.0,1343.0,Y,N,0.0,Scope Growth / Discovery
WO-00473,TAR-2023-HCU,Hydrocracker Unit,Piping,Inspection,Planned,N,Sterling TAR Contractors,2023-06-04,2023-06-06,2023-06-04,2023-06-06,32.3,21.4,6,3319.0,2293.0,279.0,279.0,Y,N,0.0,On Plan
WO-00474,TAR-2023-HCU,Hydrocracker Unit,Inspection/NDT,Cleaning,Planned,N,Apex Turnaround Services,2023-06-01,2023-06-04,2023-06-01,2023-06-04,39.9,43.4,2,6533.0,7073.0,376.0,376.0,Y,N,0.0,Labor Productivity
WO-00475,TAR-2023-HCU,Hydrocracker Unit,Valves,Cleaning,Discovery,N,Northgate Industrial,2023-06-09,2023-06-17,2023-06-09,2023-06-25,109.5,213.7,13,14861.0,26625.0,3149.0,3768.0,N,N,0.0,Scope Growth / Discovery
WO-00476,TAR-2023-HCU,Hydrocracker Unit,Piping,Repair,Planned,N,Apex Turnaround Services,2023-05-29,2023-06-04,2023-05-29,2023-06-05,95.9,105.9,8,13298.0,14297.0,3714.0,3714.0,Y,N,0.0,Labor Productivity
WO-00477,TAR-2023-HCU,Hydrocracker Unit,Piping,Inspection,Discovery,N,Northgate Industrial,2023-05-19,2023-05-21,2023-05-20,2023-05-23,22.1,27.7,5,2453.0,3038.0,192.0,204.0,N,N,0.0,Scope Growth / Discovery
WO-00478,TAR-2023-HCU,Hydrocracker Unit,Electrical,Replacement,Planned,N,Northgate Industrial,2023-05-17,2023-05-27,2023-05-18,2023-05-28,188.9,157.8,10,29322.0,25539.0,6345.0,6345.0,Y,N,0.0,On Plan
WO-00479,TAR-2023-HCU,Hydrocracker Unit,Mechanical (Static/Vessels),Replacement,Discovery,N,In-House Maintenance,2023-05-11,2023-06-13,2023-05-11,2023-07-13,324.4,623.4,6,57799.0,97360.0,15891.0,16826.0,N,N,0.0,Scope Growth / Discovery
WO-00480,TAR-2023-HCU,Hydrocracker Unit,Mechanical (Static/Vessels),Replacement,Planned,N,Sterling TAR Contractors,2023-05-26,2023-06-06,2023-05-27,2023-06-07,130.5,132.1,13,23302.0,23503.0,6961.0,6961.0,Y,N,0.0,On Plan
WO-00481,TAR-2023-HCU,Hydrocracker Unit,Inspection/NDT,Repair,Discovery,N,Sterling TAR Contractors,2023-05-27,2023-05-31,2023-05-28,2023-06-03,45.2,72.3,13,8429.0,12894.0,1801.0,2292.0,N,N,0.0,Scope Growth / Discovery
WO-00482,TAR-2023-HCU,Hydrocracker Unit,Inspection/NDT,Cleaning,Planned,N,Delta Mechanical Ltd,2023-05-19,2023-05-21,2023-05-20,2023-05-22,25.9,30.8,3,5106.0,5949.0,952.0,1010.0,N,N,0.0,Material Delay
WO-00483,TAR-2023-HCU,Hydrocracker Unit,Valves,Repair,Planned,Y,Delta Mechanical Ltd,2023-05-22,2023-06-06,2023-05-22,2023-06-08,210.74596649795512,242.6,9,36110.0,39887.0,11115.0,11115.0,Y,N,0.0,Labor Productivity
WO-00484,TAR-2023-HCU,Hydrocracker Unit,Mechanical (Static/Vessels),Inspection,Planned,N,Delta Mechanical Ltd,2023-05-25,2023-06-04,2023-05-25,2023-06-05,149.7,166.4,11,20568.0,22648.0,1926.0,1926.0,Y,Y,0.0,Rework / Quality
WO-00485,TAR-2023-HCU,Hydrocracker Unit,Valves,Inspection,Planned,N,Northgate Industrial,2023-05-30,2023-06-07,2023-05-31,2023-06-09,90.2,101.5,11,11168.0,12464.0,822.0,822.0,Y,Y,0.0,Rework / Quality
WO-00486,TAR-2023-HCU,Hydrocracker Unit,Electrical,Cleaning,Discovery,N,In-House Maintenance,2023-06-09,2023-06-18,2023-06-09,2023-06-26,92.4,173.1,8,13205.0,23901.0,1438.0,1857.0,N,N,0.0,Scope Growth / Discovery
WO-00487,TAR-2023-HCU,Hydrocracker Unit,Valves,Repair,Planned,N,Sterling TAR Contractors,2023-05-10,2023-05-18,2023-05-11,2023-05-19,159.3,162.8,10,23702.0,24077.0,6673.0,6673.0,Y,N,0.0,On Plan
WO-00488,TAR-2023-HCU,Hydrocracker Unit,Electrical,Overhaul,Discovery,N,In-House Maintenance,2023-06-09,2023-06-15,2023-06-09,2023-06-15,108.8,110.4,11,15631.0,16360.0,1431.0,1951.0,N,N,0.0,On Plan
WO-00489,TAR-2023-HCU,Hydrocracker Unit,Piping,Repair,Planned,N,Delta Mechanical Ltd,2023-05-19,2023-05-22,2023-05-19,2023-05-23,44.2,65.8,13,4875.0,7047.0,430.0,430.0,Y,Y,0.0,Rework / Quality
WO-00490,TAR-2023-HCU,Hydrocracker Unit,Catalyst Handling,Overhaul,Emergent,N,Delta Mechanical Ltd,2023-05-31,2023-06-05,2023-06-01,2023-06-19,43.8,158.2,2,4728.0,16456.0,275.0,371.0,N,N,15.4,Scope Growth / Discovery
WO-00491,TAR-2023-HCU,Hydrocracker Unit,Piping,Inspection,Planned,N,In-House Maintenance,2023-05-21,2023-05-23,2023-05-22,2023-05-24,39.4,42.3,10,4187.0,4460.0,482.0,482.0,Y,N,0.0,Labor Productivity
WO-00492,TAR-2023-HCU,Hydrocracker Unit,Inspection/NDT,Overhaul,Discovery,N,Northgate Industrial,2023-05-23,2023-06-01,2023-05-24,2023-06-02,135.7,120.2,13,23879.0,21759.0,2412.0,2744.0,N,N,0.0,On Plan
WO-00493,TAR-2023-HCU,Hydrocracker Unit,Mechanical (Static/Vessels),Inspection,Planned,N,Apex Turnaround Services,2023-05-29,2023-06-12,2023-05-29,2023-06-13,253.6,271.2,12,43462.0,45689.0,11373.0,11373.0,Y,N,0.0,Labor Productivity
WO-00494,TAR-2023-HCU,Hydrocracker Unit,Mechanical (Rotating),Inspection,Emergent,N,Apex Turnaround Services,2023-05-21,2023-05-23,2023-05-21,2023-05-24,27.7,48.3,8,4861.0,8003.0,1051.0,1359.0,N,N,0.0,Scope Growth / Discovery
WO-00495,TAR-2023-HCU,Hydrocracker Unit,Instrumentation,Inspection,Planned,N,Northgate Industrial,2023-05-15,2023-07-05,2023-05-16,2023-07-06,539.9,521.1,12,81809.0,79419.0,13175.0,13175.0,Y,N,0.0,On Plan
WO-00496,TAR-2023-HCU,Hydrocracker Unit,Mechanical (Static/Vessels),Inspection,Planned,Y,Sterling TAR Contractors,2023-05-09,2023-05-11,2023-05-09,2023-05-11,22.914511190450394,24.8,11,3836.0,4076.0,913.0,913.0,Y,N,0.0,Labor Productivity
WO-00497,TAR-2023-HCU,Hydrocracker Unit,Piping,Overhaul,Planned,N,Northgate Industrial,2023-06-07,2023-06-11,2023-06-08,2023-06-12,49.7,54.4,7,5133.0,5580.0,411.0,411.0,Y,N,0.0,Inspection Hold
WO-00498,TAR-2023-HCU,Hydrocracker Unit,Valves,Cleaning,Discovery,N,Northgate Industrial,2023-05-20,2023-06-18,2023-05-20,2023-06-24,244.4,295.8,11,38937.0,46852.0,11464.0,13601.0,N,N,0.0,Scope Growth / Discovery
WO-00499,TAR-2023-HCU,Hydrocracker Unit,Instrumentation,Inspection,Planned,N,Apex Turnaround Services,2023-05-18,2023-06-17,2023-05-19,2023-06-25,301.6,368.4,3,41224.0,49952.0,1818.0,1818.0,Y,N,0.0,Labor Productivity
WO-00500,TAR-2023-HCU,Hydrocracker Unit,Mechanical (Rotating),Repair,Discovery,N,Sterling TAR Contractors,2023-05-29,2023-05-31,2023-05-30,2023-06-03,28.4,53.9,2,5437.0,9230.0,1212.0,1212.0,Y,N,0.0,Scope Growth / Discovery
WO-00501,TAR-2023-HCU,Hydrocracker Unit,Insulation,Overhaul,Planned,N,In-House Maintenance,2023-05-08,2023-05-12,2023-05-09,2023-05-13,56.5,55.0,13,5898.0,5795.0,1998.0,1998.0,Y,N,0.0,On Plan
WO-00502,TAR-2023-HCU,Hydrocracker Unit,Piping,Replacement,Discovery,Y,Northgate Industrial,2023-05-25,2023-05-31,2023-05-26,2023-06-02,97.55408196018318,112.7,2,14150.0,15534.0,5230.0,5230.0,Y,N,0.0,Scope Growth / Discovery
WO-00503,TAR-2023-HCU,Hydrocracker Unit,Electrical,Repair,Planned,Y,Northgate Industrial,2023-05-09,2023-05-21,2023-05-10,2023-05-23,211.55592226303227,233.4,4,31561.0,34359.0,4469.0,4469.0,Y,N,0.0,Labor Productivity
WO-00504,TAR-2023-HCU,Hydrocracker Unit,Inspection/NDT,Cleaning,Planned,Y,Delta Mechanical Ltd,2023-05-08,2023-05-10,2023-05-09,2023-05-11,30.57903580789156,35.2,9,5147.0,5893.0,207.0,207.0,Y,N,0.0,Permit / Isolation Wait
WO-00505,TAR-2023-HCU,Hydrocracker Unit,Mechanical (Static/Vessels),Overhaul,Planned,N,Northgate Industrial,2023-05-28,2023-05-30,2023-05-29,2023-05-31,35.1,37.1,11,5781.0,6040.0,1240.0,1240.0,Y,N,0.0,Inspection Hold
WO-00506,TAR-2023-HCU,Hydrocracker Unit,Scaffolding,Repair,Planned,N,Apex Turnaround Services,2023-05-09,2023-05-10,2023-05-09,2023-05-10,9.4,10.2,3,836.0,894.0,150.0,150.0,Y,N,0.0,Permit / Isolation Wait
WO-00507,TAR-2023-HCU,Hydrocracker Unit,Piping,Cleaning,Emergent,N,Delta Mechanical Ltd,2023-05-08,2023-05-12,2023-05-08,2023-05-16,74.8,150.8,4,11140.0,18804.0,4101.0,4614.0,N,N,0.0,Scope Growth / Discovery
WO-00508,TAR-2023-HCU,Hydrocracker Unit,Scaffolding,Cleaning,Planned,N,In-House Maintenance,2023-05-30,2023-06-01,2023-05-30,2023-06-01,31.9,35.2,5,3024.0,3263.0,711.0,711.0,Y,N,0.0,Labor Productivity
WO-00509,TAR-2023-HCU,Hydrocracker Unit,Civil,Inspection,Discovery,Y,Delta Mechanical Ltd,2023-06-03,2023-06-08,2023-06-03,2023-06-12,53.331900222023116,97.1,3,5922.0,10192.0,1356.0,1879.0,N,N,0.0,Scope Growth / Discovery
WO-00510,TAR-2023-HCU,Hydrocracker Unit,Valves,Inspection,Emergent,N,Apex Turnaround Services,2023-05-13,2023-05-15,2023-05-13,2023-05-18,24.4,55.4,11,3931.0,7601.0,1138.0,1260.0,N,N,0.0,Scope Growth / Discovery
WO-00511,TAR-2023-HCU,Hydrocracker Unit,Mechanical (Static/Vessels),Replacement,Planned,N,In-House Maintenance,2023-05-29,2023-06-07,2023-05-29,2023-06-11,116.8,171.4,5,20667.0,28687.0,5626.0,6615.0,N,N,0.0,Material Delay
WO-00512,TAR-2023-HCU,Hydrocracker Unit,Piping,Overhaul,Discovery,Y,In-House Maintenance,2023-06-02,2023-06-14,2023-06-02,2023-06-25,160.49638682162308,310.2,9,23124.0,37343.0,7880.0,7880.0,Y,N,15.3,Scope Growth / Discovery
WO-00513,TAR-2023-HCU,Hydrocracker Unit,Valves,Replacement,Planned,N,Sterling TAR Contractors,2023-06-07,2023-07-07,2023-06-07,2023-07-07,565.2,528.7,2,81104.0,76937.0,16577.0,16577.0,Y,N,2.8,On Plan
WO-00514,TAR-2023-HCU,Hydrocracker Unit,Piping,Cleaning,Planned,N,Apex Turnaround Services,2023-05-12,2023-05-23,2023-05-13,2023-05-26,149.9,183.7,5,22515.0,25911.0,7457.0,7457.0,Y,N,0.0,Labor Productivity
WO-00515,TAR-2023-HCU,Hydrocracker Unit,Insulation,Inspection,Planned,N,Northgate Industrial,2023-05-25,2023-05-27,2023-05-25,2023-05-27,39.8,45.0,10,3407.0,3759.0,713.0,713.0,Y,N,3.2,Safety Stand-down
WO-00516,TAR-2023-HCU,Hydrocracker Unit,Piping,Overhaul,Planned,Y,In-House Maintenance,2023-05-31,2023-06-17,2023-06-01,2023-06-19,203.05377641581725,210.7,2,22627.0,23337.0,3786.0,3786.0,Y,N,0.0,On Plan
WO-00517,TAR-2023-HCU,Hydrocracker Unit,Piping,Replacement,Planned,N,In-House Maintenance,2023-05-10,2023-05-15,2023-05-10,2023-05-15,41.3,43.4,6,5838.0,6046.0,1741.0,1741.0,Y,N,0.0,Permit / Isolation Wait
WO-00518,TAR-2023-HCU,Hydrocracker Unit,Valves,Cleaning,Discovery,N,Northgate Industrial,2023-05-28,2023-06-06,2023-05-29,2023-06-10,152.8,199.0,3,18015.0,23100.0,1198.0,1198.0,Y,N,0.0,Scope Growth / Discovery
WO-00519,TAR-2023-HCU,Hydrocracker Unit,Insulation,Repair,Planned,N,Sterling TAR Contractors,2023-05-25,2023-05-31,2023-05-26,2023-06-02,68.7,83.8,10,6118.0,7157.0,1393.0,1393.0,Y,N,0.0,Labor Productivity
WO-00520,TAR-2023-HCU,Hydrocracker Unit,Scaffolding,Inspection,Planned,N,Northgate Industrial,2023-06-08,2023-06-17,2023-06-08,2023-06-22,87.0,131.8,5,10813.0,15127.0,4323.0,5294.0,N,N,0.0,Material Delay
WO-00521,TAR-2023-HCU,Hydrocracker Unit,Electrical,Replacement,Discovery,N,Sterling TAR Contractors,2023-05-28,2023-06-02,2023-05-29,2023-06-03,103.6,106.8,4,13281.0,13835.0,756.0,923.0,N,N,0.0,On Plan
WO-00522,TAR-2023-HCU,Hydrocracker Unit,Scaffolding,Overhaul,Planned,N,Northgate Industrial,2023-05-09,2023-05-14,2023-05-10,2023-05-16,69.9,89.1,9,6962.0,8394.0,1748.0,1748.0,Y,N,0.0,Labor Productivity
WO-00523,TAR-2023-HCU,Hydrocracker Unit,Mechanical (Static/Vessels),Overhaul,Emergent,N,In-House Maintenance,2023-05-26,2023-05-29,2023-05-26,2023-05-29,43.3,45.8,7,6419.0,7035.0,1304.0,1625.0,N,N,0.0,Scope Growth / Discovery
WO-00524,TAR-2023-HCU,Hydrocracker Unit,Instrumentation,Cleaning,Planned,N,In-House Maintenance,2023-06-03,2023-06-21,2023-06-03,2023-06-21,167.3,167.1,2,26385.0,26357.0,2932.0,2932.0,Y,N,0.0,On Plan
WO-00525,TAR-2023-HCU,Hydrocracker Unit,Instrumentation,Repair,Discovery,N,Apex Turnaround Services,2023-05-27,2023-06-02,2023-05-28,2023-06-11,88.6,207.8,9,16550.0,33802.0,4585.0,5739.0,N,N,0.0,Scope Growth / Discovery
WO-00526,TAR-2023-HCU,Hydrocracker Unit,Piping,Cleaning,Planned,N,Northgate Industrial,2023-06-01,2023-06-06,2023-06-01,2023-06-06,43.3,40.3,10,5386.0,5105.0,1335.0,1335.0,Y,N,0.0,On Plan
WO-00527,TAR-2023-HCU,Hydrocracker Unit,Piping,Inspection,Emergent,N,Delta Mechanical Ltd,2023-05-11,2023-05-16,2023-05-12,2023-05-18,70.5,83.0,5,7331.0,8554.0,437.0,437.0,Y,N,0.0,Scope Growth / Discovery
WO-00528,TAR-2023-HCU,Hydrocracker Unit,Valves,Overhaul,Planned,N,Apex Turnaround Services,2023-05-30,2023-06-06,2023-05-31,2023-06-11,117.9,182.6,5,14695.0,21996.0,2295.0,2792.0,N,N,0.0,Material Delay
WO-00529,TAR-2023-HCU,Hydrocracker Unit,Piping,Inspection,Discovery,N,In-House Maintenance,2023-05-14,2023-05-17,2023-05-14,2023-05-17,58.2,55.6,6,7406.0,7796.0,1984.0,2616.0,N,N,0.0,On Plan
WO-00530,TAR-2023-HCU,Hydrocracker Unit,Mechanical (Rotating),Overhaul,Planned,N,Northgate Industrial,2023-05-22,2023-06-01,2023-05-23,2023-06-03,189.6,208.9,7,30903.0,33693.0,3490.0,3490.0,Y,N,0.0,Inspection Hold
WO-00531,TAR-2023-HCU,Hydrocracker Unit,Insulation,Replacement,Discovery,N,Apex Turnaround Services,2023-05-24,2023-05-31,2023-05-25,2023-06-11,72.6,175.7,10,6207.0,13776.0,1015.0,1210.0,N,N,12.9,Scope Growth / Discovery
WO-00532,TAR-2023-HCU,Hydrocracker Unit,Inspection/NDT,Overhaul,Planned,N,In-House Maintenance,2023-05-30,2023-05-31,2023-05-30,2023-06-01,10.5,15.8,11,1787.0,2641.0,144.0,169.0,N,N,0.0,Material Delay
WO-00533,TAR-2023-HCU,Hydrocracker Unit,Valves,Inspection,Emergent,N,Apex Turnaround Services,2023-05-26,2023-05-30,2023-05-26,2023-05-31,68.8,92.6,3,11459.0,14868.0,3513.0,4173.0,N,N,0.0,Scope Growth / Discovery
WO-00534,TAR-2023-HCU,Hydrocracker Unit,Piping,Inspection,Planned,N,Sterling TAR Contractors,2023-05-21,2023-05-27,2023-05-22,2023-05-29,79.5,87.6,2,11094.0,11907.0,3116.0,3116.0,Y,N,0.0,Permit / Isolation Wait
WO-00535,TAR-2023-HCU,Hydrocracker Unit,Mechanical (Rotating),Repair,Discovery,N,Apex Turnaround Services,2023-06-03,2023-06-06,2023-06-03,2023-06-07,31.1,41.7,7,5470.0,7035.0,880.0,880.0,Y,N,0.0,Scope Growth / Discovery
WO-00536,TAR-2023-HCU,Hydrocracker Unit,Mechanical (Rotating),Overhaul,Discovery,N,Delta Mechanical Ltd,2023-05-13,2023-05-16,2023-05-14,2023-05-23,60.8,179.1,2,10225.0,27448.0,1492.0,1724.0,N,N,0.0,Scope Growth / Discovery
WO-00537,TAR-2023-HCU,Hydrocracker Unit,Valves,Replacement,Planned,N,Northgate Industrial,2023-05-17,2023-05-25,2023-05-17,2023-05-25,154.1,129.9,12,18975.0,16226.0,1470.0,1470.0,Y,N,0.0,On Plan
WO-00538,TAR-2023-HCU,Hydrocracker Unit,Valves,Cleaning,Planned,N,Delta Mechanical Ltd,2023-06-05,2023-06-11,2023-06-06,2023-06-15,106.2,152.9,10,13700.0,19019.0,2384.0,2727.0,N,N,0.0,Material Delay
WO-00539,TAR-2023-HCU,Hydrocracker Unit,Piping,Overhaul,Planned,N,Delta Mechanical Ltd,2023-05-14,2023-05-18,2023-05-14,2023-05-18,64.8,55.3,7,9856.0,8910.0,3402.0,3402.0,Y,N,0.0,On Plan
WO-00540,TAR-2023-HCU,Hydrocracker Unit,Electrical,Cleaning,Planned,N,Northgate Industrial,2023-05-31,2023-06-03,2023-05-31,2023-06-03,46.3,43.6,9,6317.0,5974.0,435.0,435.0,Y,N,0.0,On Plan
